1.000000000000000000e+00 -3.924586105888926407e-04 7.737782681997415479e-02 -6.172385613631097812e+01 3.345469648525433663e-03 -8.529092408238649625e+01 -1.397970379412225884e-02 1.255945678329649411e+02 -1.758703253174861286e-02 -5.167675018240269225e+01 -2.844999658033279307e-03 2.827192423452807880e-07 4.250605593130715731e-02 4.596771891034489954e+01 1.068047927225242166e-02 5.483437986361197858e+01 2.846024840808323741e+00 5.946016834155718023e+00 -1.072043682683004005e-02 9.706859805653122097e-04 -1.462546568314720095e-02 1.650883668263937807e+02 1.065111300460146708e+02 5.837787237590082688e-03 2.965659291659261676e+00 2.398476945947742536e+02 -5.309478260828807805e+01 6.930463673556602755e-01 1.499970092773437500e+02 1.022899772100079180e-01 1.000000000000000000e+00
1.000000000000000000e+00 -5.998840084760265938e-04 1.509779526307805375e-01 -6.086935694086801618e+01 4.611865309323496392e-02 -9.160836976640537443e+01 -1.334560573358893089e-02 2.362363633053299168e+02 -1.242359349465321609e-02 -4.692443032253911639e+01 2.647688552180132299e-02 1.355702085457759517e-06 5.173304557509190993e-02 8.106135378208357167e+01 5.034890843926509429e-02 4.165006225407729090e+01 2.326293224393960468e+00 1.312051702140834131e+01 -1.061965817600568282e-02 -1.731559502619917662e-11 -2.297107252545057751e-02 1.122007762347627704e+02 8.857449257661640729e+01 3.114555831240112087e-03 2.471382762895268925e+00 2.223008771616571266e+02 -2.704066331833190517e+01 1.432253773388363349e+00 1.099978103637695312e+02 1.268760232620626260e-01 5.000000000000000000e+00
1.000000000000000000e+00 -2.351761986277906957e-03 6.053067994437660859e-01 -6.592236985393566329e+01 4.720003200123527864e-02 -8.794218740318258654e+01 -1.711996971535313314e-02 1.712021793266709153e+02 -1.089312940406931413e-02 -4.449140667580007857e+01 -2.472424693630926457e-02 5.315895098675224392e-07 1.202484680111770912e-02 1.191206479001894962e+02 8.362647776218505580e-02 2.750137673400280036e+01 1.594960522631441613e+00 1.193725776786048520e+01 -8.190740702602242185e-03 3.237762959775096570e-03 -2.896170999104191734e-02 5.881890912109565761e+01 7.712453097777171251e+01 3.082171216299148166e-03 1.977106176479725974e+00 1.490243790321273991e+02 -2.635617160329606179e+01 2.839983568803660319e+00 1.399972076416015625e+02 1.094583808352986298e-01 1.000000000000000000e+00
1.000000000000000000e+00 -2.197625289256704018e-03 3.165121770662977507e-01 -5.568429588498968030e+01 2.208855921348846021e-02 -9.428147458174007056e+01 -1.748854121311259682e-02 1.983158077831716639e+02 -3.156890947925158897e-02 -4.544171203260751923e+01 9.485432821807220083e-02 1.226563984460782411e-05 5.667926990262371623e-02 1.705254088441653266e+02 9.687674304760200694e-02 1.776191531937373114e+01 3.673352467861993986e+00 2.385439421472531407e+01 -1.316712371372031655e-02 -1.654538981318456935e-03 -3.470401384883223944e-02 3.578562202652967699e+02 8.817881285018412996e+01 5.287072881338854627e-04 2.965659259565045502e+00 3.578562202652967699e+02 -2.852811180009278047e+01 1.691664830610313475e+00 1.599968261718750000e+02 8.555457955444899232e-02 1.000000000000000000e+00
1.000000000000000000e+00 -9.333350613862436166e-04 3.724569640372681900e-01 -6.601396957541287236e+01 2.837847317481625303e-02 -8.983405322708797769e+01 -1.672907853099077011e-02 9.364657986809426404e+01 -1.696135289714911440e-02 -4.924916454222747575e+01 -1.700171563712653613e-02 1.394915532954526978e-07 3.520606730019461283e-02 2.738292072192892874e+02 3.050635000577252981e-02 3.808695121619706470e+01 2.694462741080434931e+00 1.075101962856820670e+01 -5.679804755864650487e-03 -7.718607514026292447e-05 -1.394563793493945603e-02 1.982048954627086914e+02 9.643311536956636587e+01 3.129696123524839616e-03 2.471382754374973345e+00 3.158427137329902052e+02 -1.821529762824777521e+01 1.908317875130599361e+00 1.899962158203125000e+02 3.477957847707580791e-02 1.000000000000000000e+00
1.000000000000000000e+00 -4.132376705793116439e-04 8.373391074707281501e-02 -6.250162080693990418e+01 7.653237410019796128e-02 -9.406434267814692873e+01 -1.677754585945734345e-02 2.942841565879849099e+02 -2.388617932697347998e-02 -5.012324319111564819e+01 -2.421917996673408624e-01 2.712312451454204599e-07 5.768075518300060794e-02 4.547344235577411098e+01 8.315696432604537114e-02 5.209424227522826811e+01 2.117951479758410471e+00 nan -1.640702750668142709e-02 5.376745221836454205e-11 -5.157965521464213943e-02 3.099113951738324886e+02 1.022174854663439163e+02 7.771332964150488116e-04 2.471382768841623445e+00 3.099113951738324886e+02 -2.713615461011747776e+00 nan 8.999820709228515625e+01 1.972669563882840371e-01 1.000000000000000000e+00
1.000000000000000000e+00 -2.856928072951606134e-04 8.532836246324035367e-02 -6.051291267537191487e+01 8.014294722078681155e-02 -9.030854468656563938e+01 -1.312779615134326144e-02 1.698090228892660889e+02 -1.759612519021850827e-02 -5.154431725350985971e+01 -1.799561221063978311e-01 6.975047908979998764e-07 3.504000884594569987e-02 2.817376320563502645e+01 6.594465360178010382e-02 3.874805606402632918e+01 2.300447182926100176e+00 nan -9.440578964018137703e-03 1.265192118885185982e-04 -4.675189347818610452e-02 8.649839577651448508e+01 9.529983932833275162e+01 9.608832948741349248e-04 2.471382754549944494e+00 1.611341544425160919e+02 -3.028060923169865859e+01 nan 1.599968261718750000e+02 1.437982082824909857e-01 1.000000000000000000e+00
1.000000000000000000e+00 -6.839699473959901465e-05 1.832437360174187999e-02 -6.807327523643706968e+01 1.638030310533649878e-02 -7.484833141261549372e+01 -1.002559876713321994e-02 1.494936774921795291e+02 -3.049218292916151124e-02 -4.975673241559930204e+01 -1.194705936925167036e-02 1.658105144776335567e-11 4.778778578029402313e-02 1.186263711383572783e+01 1.459280908996655191e-01 3.877232373346674876e+01 1.850660467672192944e+00 nan -2.034079202508461484e-02 -1.148734947807598461e-03 -1.146225163301010652e-01 5.644638170584398722e+02 8.852905614906605081e+01 1.402031928687281570e-03 2.471382728346904756e+00 4.779654212843572623e+02 -4.098086279212690641e+01 nan 1.002243041992187500e+02 2.255809217313577142e-01 1.000000000000000000e+00
1.000000000000000000e+00 -3.857370187785807026e-03 7.906458797585375065e-01 -6.578721210695248089e+01 1.208003397855170746e-01 -8.821821130289998791e+01 -1.707337136581111442e-02 1.682420536768707677e+02 -1.501243423906680786e-02 -4.634957608507026805e+01 -1.702489479304707398e-01 9.254887960747941583e-07 2.311325080947680688e-02 1.364203270704485931e+02 3.633751999550331735e-02 2.665971119605423567e+01 1.811513473867551349e+00 1.200669939912642192e+01 -1.430517189717740549e-02 2.273587705342453372e-03 -2.939507859658136921e-02 6.969299316448859827e+01 9.000397634043622475e+01 2.857506272720548943e-03 2.471382752174955399e+00 3.328952546245892563e+02 -1.055380848131607507e+01 1.005062679491774746e+00 1.199976119995117188e+02 1.151702926133954252e-01 1.000000000000000000e+00
1.000000000000000000e+00 -1.153845942902455871e-04 2.789175699398671604e-02 -6.105924685089085102e+01 1.263467959142764163e-01 -8.739042580121189019e+01 -1.751219297792243335e-02 2.509057783974169809e+02 -1.688290272413056278e-02 -4.481917634782821125e+01 2.890077512003578000e-02 2.766074470298881089e-06 3.064821852536673066e-02 9.638392675305273372e+01 1.140546562940566444e-01 1.370764476748972349e+01 1.962805101268737973e+00 1.362676290101833132e+01 -1.254200524032924105e-02 -1.306482243413366155e-03 -3.440645876196196662e-02 1.210977541004341447e+02 8.007033414661376014e+01 2.163562237782179314e-03 2.471382748355788195e+00 1.471296522562577422e+02 -3.747807857828654221e+01 1.504434390570058344e+00 9.999800109863281250e+01 2.063186326933146852e-01 1.000000000000000000e+00
1.000000000000000000e+00 -1.244558487549016072e-04 4.505909428977749459e-02 -6.641198634338167039e+01 -3.374985313066006243e-02 -8.872563273656489002e+01 -1.206026015485319944e-02 1.142225540016464578e+02 -1.131605651241312030e-02 -4.683392559426166457e+01 9.184693268832787305e-02 2.046912377021938891e-07 2.702886697962470636e-02 4.497916580801108921e+01 3.032445583467106506e-02 4.103280147586158222e+01 1.317802737447073325e+00 7.362452306996510210e+00 -7.338254350619039662e-03 -1.210664221220153872e-10 -2.303595769397822832e-02 9.292399092740254218e+01 8.786672707012324679e+01 3.157411253291958746e-03 1.977106205507950243e+00 9.292399092740254218e+01 -5.462660248190231727e+01 2.370645604820407204e+00 2.099958190917968750e+02 1.536252096070914730e-01 1.000000000000000000e+00
1.000000000000000000e+00 -4.963006630172024213e-04 1.744920005649039374e-01 -6.040676567011927744e+01 -1.184953075792375375e-02 -7.914540101931456206e+01 -1.209221253026532446e-02 1.199385614039241403e+02 -1.096648242494783522e-02 -4.796057253469368931e+01 1.195884526046739477e-01 1.613542234921358476e-11 2.247273648814382407e-02 9.490109706349403496e+01 3.294202983557817377e-02 4.404458527958610148e+01 2.270766768193499097e+00 1.109698048914664703e+01 -6.914702958703055312e-03 -4.914371964998607125e-04 -1.459803993296975022e-02 1.482829642258755030e+02 9.200515781427978368e+01 2.853235948171337424e-03 2.471382754654749547e+00 2.606484993004018520e+02 -3.953144592626613019e+01 3.455398817834370195e+00 1.013440017700195312e+02 6.661043764914333087e-02 4.000000000000000000e+00
4.000000000000000000e+00 nan nan -6.873364745718640734e+01 3.997213933155343429e-02 -8.909603730141030553e+01 -9.362659682920560986e-03 1.245034885081971510e+02 -1.469750021388743777e-03 -4.961184997133772612e+01 -3.798489072046935117e-02 2.704043192197271406e+00 -2.341338013810503622e-03 5.931318568190163631e+01 4.184098803210666712e-02 3.803314367722003908e+01 1.334425544003224884e+00 1.167675510835676000e+01 -3.206171594406555508e-03 4.395727015493496449e-04 -2.221896126897238491e-02 3.306710101593678814e+02 8.764499364855777230e+01 8.274964440189130476e-04 1.977106192616928659e+00 2.537286276244582268e+02 -4.949721224802701869e+01 9.934020530876415123e-01 1.999990234375000000e+02 2.057153230680418277e-02 4.000000000000000000e+00
4.000000000000000000e+00 -1.144006483336778570e-04 5.722027645167773041e-02 -6.994208503864766158e+01 -3.656498126965361528e-02 -7.962175686505658234e+01 -5.792573152813241741e-03 3.427457052038211032e+02 -6.262335788401810800e-03 -5.097399131353186164e+01 -1.491269182679175360e-02 2.201783277388301424e-11 3.601861226069427019e-02 1.383974330145298914e+01 5.704845346756116931e-02 3.283625983642895108e+01 2.100305848992602975e+00 nan -5.543622406785089773e-03 5.003825738515612075e-05 -6.383329479067595402e-02 5.486469675293642467e+01 1.000508478401349919e+02 -7.567282941897496241e-04 1.977106217957436129e+00 1.141160978721910908e+02 -2.019425788999409477e+01 nan 5.082309722900390625e+01 1.396931281560754301e-01 9.000000000000000000e+00
4.000000000000000000e+00 -7.002644265901666496e-04 3.186512782316734960e-01 -6.797864576186076135e+01 1.246005951569011984e-02 -8.608544349678244600e+01 -5.031747255960358420e-03 9.042355936148473461e+01 -5.751960856049925797e-03 -4.952819857016493899e+01 -5.949131704172173213e-02 2.174145005964171339e-11 1.261991590891096450e-02 3.855357067531217297e+01 1.500234986044973566e-02 3.023973236000447073e+01 1.991500728085423111e+00 9.292995318971012608e+00 -4.870430549834887067e-03 -3.049490610563514864e-04 -1.049122604878919597e-02 9.391254397641114338e+01 1.010788539898824183e+02 1.118899430122467830e-03 2.471382695935497864e+00 2.932707514198500007e+02 -5.021669828563464222e+00 8.336885979081367637e-01 2.505975341796875000e+02 3.397037627883089245e-02 4.000000000000000000e+00
