channel x_pos y_pos z_pos
1401 -110 50 490
1402 -110 50 480
1403 -110 50 470
1404 -110 50 460
1405 -110 50 450
1406 -110 50 440
1407 -110 50 430
1408 -110 50 420
1409 -110 50 410
1410 -110 50 400
1411 -110 50 390
1412 -110 50 380
1413 -110 50 370
1414 -110 50 360
1415 -110 50 350
1416 -110 50 340
1417 -110 50 330
1418 -110 50 320
1419 -110 50 310
1420 -110 50 300
1421 -110 50 290
1422 -110 50 280
1423 -110 50 270
1424 -110 50 260
1425 -110 50 250
1426 -110 50 240
1427 -110 50 230
1428 -110 50 220
1429 -110 50 210
1430 -110 50 200
1431 -110 50 190
1432 -110 50 180
1433 -110 50 170
1434 -110 50 160
1435 -110 50 150
1436 -110 50 140
1437 -110 50 130
1438 -110 50 120
1439 -110 50 110
1440 -100 50 2500
1441 -100 50 2490
1442 -100 50 2480
1443 -100 50 2470
1444 -100 50 2460
1445 -100 50 2450
1446 -100 50 2440
1447 -100 50 2430
1448 -100 50 2420
1449 -100 50 2410
1450 -100 50 2400
1451 -100 50 2390
1452 -100 50 2380
1453 -100 50 2370
1454 -100 50 2360
1455 -100 50 2350
1456 -100 50 2340
1457 -100 50 2330
1458 -100 50 2320
1459 -100 50 2310
1460 -100 50 2300
1461 -100 50 2290
1462 -100 50 2280
1463 -100 50 2270
1464 -100 50 2260
1465 -100 50 2250
1466 -100 50 2240
1467 -100 50 2230
1468 -100 50 2220
1469 -100 50 2210
1470 -100 50 2200
1471 -100 50 2190
1472 -100 50 2180
1473 -100 50 2170
1474 -100 50 2160
1475 -100 50 2150
1476 -100 50 2140
1477 -100 50 2130
1478 -100 50 2120
1479 -100 50 2110
1480 -100 50 2100
1481 -100 50 2090
1482 -100 50 2080
1483 -100 50 2070
1484 -100 50 2060
1485 -100 50 2050
1486 -100 50 2040
1487 -100 50 2030
1488 -100 50 2020
1489 -100 50 2010
1490 -100 50 2000
1491 -100 50 1990
1492 -100 50 1980
1493 -100 50 1970
1494 -100 50 1960
1495 -100 50 1950
1496 -100 50 1940
1497 -100 50 1930
1498 -100 50 1920
1499 -100 50 1910
1500 -100 50 1900
1501 -100 50 1890
1502 -100 50 1880
1503 -100 50 1870
1504 -100 50 1860
1505 -100 50 1850
1506 -100 50 1840
1507 -100 50 1830
1508 -100 50 1820
1509 -100 50 1810
1510 -100 50 1800
1511 -100 50 1790
1512 -100 50 1780
1513 -100 50 1770
1514 -100 50 1760
1515 -100 50 1750
1516 -100 50 1740
1517 -100 50 1730
1518 -100 50 1720
1519 -100 50 1710
1520 -100 50 1700
1521 -100 50 1690
1522 -100 50 1680
1523 -100 50 1670
1524 -100 50 1660
1525 -100 50 1650
1526 -100 50 1640
1527 -100 50 1630
1528 -100 50 1620
1529 -100 50 1610
1530 -100 50 1600
1531 -100 50 1590
1532 -100 50 1580
1533 -100 50 1570
1534 -100 50 1560
1535 -100 50 1550
1536 -100 50 1540
1537 -100 50 1530
1538 -100 50 1520
1539 -100 50 1510
1540 -100 50 1500
1541 -100 50 1490
1542 -100 50 1480
1543 -100 50 1470
1544 -100 50 1460
1545 -100 50 1450
1546 -100 50 1440
1547 -100 50 1430
1548 -100 50 1420
1549 -100 50 1410
1550 -100 50 1400
1551 -100 50 1390
1552 -100 50 1380
1553 -100 50 1370
1554 -100 50 1360
1555 -100 50 1350
1556 -100 50 1340
1557 -100 50 1330
1558 -100 50 1320
1559 -100 50 1310
1560 -100 50 1300
1561 -100 50 1290
1562 -100 50 1280
1563 -100 50 1270
1564 -100 50 1260
1565 -100 50 1250
1566 -100 50 1240
1567 -100 50 1230
1568 -100 50 1220
1569 -100 50 1210
1570 -100 50 1200
1571 -100 50 1190
1572 -100 50 1180
1573 -100 50 1170
1574 -100 50 1160
1575 -100 50 1150
1576 -100 50 1140
1577 -100 50 1130
1578 -100 50 1120
1579 -100 50 1110
1580 -100 50 1100
1581 -100 50 1090
1582 -100 50 1080
1583 -100 50 1070
1584 -100 50 1060
1585 -100 50 1050
1586 -100 50 1040
1587 -100 50 1030
1588 -100 50 1020
1589 -100 50 1010
1590 -100 50 1000
1591 -100 50 990
1592 -100 50 980
1593 -100 50 970
1594 -100 50 960
1595 -100 50 950
1596 -100 50 940
1597 -100 50 930
1598 -100 50 920
1599 -100 50 910
1600 -100 50 900
1601 -100 50 890
1602 -100 50 880
1603 -100 50 870
1604 -100 50 860
1605 -100 50 850
1606 -100 50 840
1607 -100 50 830
1608 -100 50 820
1609 -100 50 810
1610 -100 50 800
1611 -100 50 790
1612 -100 50 780
1613 -100 50 770
1614 -100 50 760
1615 -100 50 750
1616 -100 50 740
1617 -100 50 730
1618 -100 50 720
1619 -100 50 710
1620 -100 50 700
1621 -100 50 690
1622 -100 50 680
1623 -100 50 670
1624 -100 50 660
1625 -100 50 650
1626 -100 50 640
1627 -100 50 630
1628 -100 50 620
1629 -100 50 610
1630 -100 50 600
1631 -100 50 590
1632 -100 50 580
1633 -100 50 570
1634 -100 50 560
1635 -100 50 550
1636 -100 50 540
1637 -100 50 530
1638 -100 50 520
1639 -100 50 510
1640 -100 50 500
1641 -100 50 490
1642 -100 50 480
1643 -100 50 470
1644 -100 50 460
1645 -100 50 450
1646 -100 50 440
1647 -100 50 430
1648 -100 50 420
1649 -100 50 410
1650 -100 50 400
1651 -100 50 390
1652 -100 50 380
1653 -100 50 370
1654 -100 50 360
1655 -100 50 350
1656 -100 50 340
1657 -100 50 330
1658 -100 50 320
1659 -100 50 310
1660 -100 50 300
1661 -100 50 290
1662 -100 50 280
1663 -100 50 270
1664 -100 50 260
1665 -100 50 250
1666 -100 50 240
1667 -100 50 230
1668 -100 50 220
1669 -100 50 210
1670 -100 50 200
1671 -100 50 190
1672 -100 50 180
1673 -100 50 170
1674 -100 50 160
1675 -100 50 150
1676 -100 50 140
1677 -100 50 130
1678 -100 50 120
1679 -100 50 110
1680 -90 50 2500
1681 -90 50 2490
1682 -90 50 2480
1683 -90 50 2470
1684 -90 50 2460
1685 -90 50 2450
1686 -90 50 2440
1687 -90 50 2430
1688 -90 50 2420
1689 -90 50 2410
1690 -90 50 2400
1691 -90 50 2390
1692 -90 50 2380
1693 -90 50 2370
1694 -90 50 2360
1695 -90 50 2350
1696 -90 50 2340
1697 -90 50 2330
1698 -90 50 2320
1699 -90 50 2310
1700 -90 50 2300
1701 -90 50 2290
1702 -90 50 2280
1703 -90 50 2270
1704 -90 50 2260
1705 -90 50 2250
1706 -90 50 2240
1707 -90 50 2230
1708 -90 50 2220
1709 -90 50 2210
1710 -90 50 2200
1711 -90 50 2190
1712 -90 50 2180
1713 -90 50 2170
1714 -90 50 2160
1715 -90 50 2150
1716 -90 50 2140
1717 -90 50 2130
1718 -90 50 2120
1719 -90 50 2110
1720 -90 50 2100
1721 -90 50 2090
1722 -90 50 2080
1723 -90 50 2070
1724 -90 50 2060
1725 -90 50 2050
1726 -90 50 2040
1727 -90 50 2030
1728 -90 50 2020
1729 -90 50 2010
1730 -90 50 2000
1731 -90 50 1990
1732 -90 50 1980
1733 -90 50 1970
1734 -90 50 1960
1735 -90 50 1950
1736 -90 50 1940
1737 -90 50 1930
1738 -90 50 1920
1739 -90 50 1910
1740 -90 50 1900
1741 -90 50 1890
1742 -90 50 1880
1743 -90 50 1870
1744 -90 50 1860
1745 -90 50 1850
1746 -90 50 1840
1747 -90 50 1830
1748 -90 50 1820
1749 -90 50 1810
1750 -90 50 1800
1751 -90 50 1790
1752 -90 50 1780
1753 -90 50 1770
1754 -90 50 1760
1755 -90 50 1750
1756 -90 50 1740
1757 -90 50 1730
1758 -90 50 1720
1759 -90 50 1710
1760 -90 50 1700
1761 -90 50 1690
1762 -90 50 1680
1763 -90 50 1670
1764 -90 50 1660
1765 -90 50 1650
1766 -90 50 1640
1767 -90 50 1630
1768 -90 50 1620
1769 -90 50 1610
1770 -90 50 1600
1771 -90 50 1590
1772 -90 50 1580
1773 -90 50 1570
1774 -90 50 1560
1775 -90 50 1550
1776 -90 50 1540
1777 -90 50 1530
1778 -90 50 1520
1779 -90 50 1510
1780 -90 50 1500
1781 -90 50 1490
1782 -90 50 1480
1783 -90 50 1470
1784 -90 50 1460
1785 -90 50 1450
1786 -90 50 1440
1787 -90 50 1430
1788 -90 50 1420
1789 -90 50 1410
1790 -90 50 1400
1791 -90 50 1390
1792 -90 50 1380
1793 -90 50 1370
1794 -90 50 1360
1795 -90 50 1350
1796 -90 50 1340
1797 -90 50 1330
1798 -90 50 1320
1799 -90 50 1310
1800 -90 50 1300
1801 -90 50 1290
1802 -90 50 1280
1803 -90 50 1270
1804 -90 50 1260
1805 -90 50 1250
1806 -90 50 1240
1807 -90 50 1230
1808 -90 50 1220
1809 -90 50 1210
1810 -90 50 1200
1811 -90 50 1190
1812 -90 50 1180
1813 -90 50 1170
1814 -90 50 1160
1815 -90 50 1150
1816 -90 50 1140
1817 -90 50 1130
1818 -90 50 1120
1819 -90 50 1110
1820 -90 50 1100
1821 -90 50 1090
1822 -90 50 1080
1823 -90 50 1070
1824 -90 50 1060
1825 -90 50 1050
1826 -90 50 1040
1827 -90 50 1030
1828 -90 50 1020
1829 -90 50 1010
1830 -90 50 1000
1831 -90 50 990
1832 -90 50 980
1833 -90 50 970
1834 -90 50 960
1835 -90 50 950
1836 -90 50 940
1837 -90 50 930
1838 -90 50 920
1839 -90 50 910
1840 -90 50 900
1841 -90 50 890
1842 -90 50 880
1843 -90 50 870
1844 -90 50 860
1845 -90 50 850
1846 -90 50 840
1847 -90 50 830
1848 -90 50 820
1849 -90 50 810
1850 -90 50 800
1851 -90 50 790
1852 -90 50 780
1853 -90 50 770
1854 -90 50 760
1855 -90 50 750
1856 -90 50 740
1857 -90 50 730
1858 -90 50 720
1859 -90 50 710
1860 -90 50 700
1861 -90 50 690
1862 -90 50 680
1863 -90 50 670
1864 -90 50 660
1865 -90 50 650
1866 -90 50 640
1867 -90 50 630
1868 -90 50 620
1869 -90 50 610
1870 -90 50 600
1871 -90 50 590
1872 -90 50 580
1873 -90 50 570
1874 -90 50 560
1875 -90 50 550
1876 -90 50 540
1877 -90 50 530
1878 -90 50 520
1879 -90 50 510
1880 -90 50 500
1881 -90 50 490
1882 -90 50 480
1883 -90 50 470
1884 -90 50 460
1885 -90 50 450
1886 -90 50 440
1887 -90 50 430
1888 -90 50 420
1889 -90 50 410
1890 -90 50 400
1891 -90 50 390
1892 -90 50 380
1893 -90 50 370
1894 -90 50 360
1895 -90 50 350
1896 -90 50 340
1897 -90 50 330
1898 -90 50 320
1899 -90 50 310
1900 -90 50 300
1901 -90 50 290
1902 -90 50 280
1903 -90 50 270
1904 -90 50 260
1905 -90 50 250
1906 -90 50 240
1907 -90 50 230
1908 -90 50 220
1909 -90 50 210
1910 -90 50 200
1911 -90 50 190
1912 -90 50 180
1913 -90 50 170
1914 -90 50 160
1915 -90 50 150
1916 -90 50 140
1917 -90 50 130
1918 -90 50 120
1919 -90 50 110
1920 -80 50 2500
1921 -80 50 2490
1922 -80 50 2480
1923 -80 50 2470
1924 -80 50 2460
1925 -80 50 2450
1926 -80 50 2440
1927 -80 50 2430
1928 -80 50 2420
1929 -80 50 2410
1930 -80 50 2400
1931 -80 50 2390
1932 -80 50 2380
1933 -80 50 2370
1934 -80 50 2360
1935 -80 50 2350
1936 -80 50 2340
1937 -80 50 2330
1938 -80 50 2320
1939 -80 50 2310
1940 -80 50 2300
1941 -80 50 2290
1942 -80 50 2280
1943 -80 50 2270
1944 -80 50 2260
1945 -80 50 2250
1946 -80 50 2240
1947 -80 50 2230
1948 -80 50 2220
1949 -80 50 2210
1950 -80 50 2200
1951 -80 50 2190
1952 -80 50 2180
1953 -80 50 2170
1954 -80 50 2160
1955 -80 50 2150
1956 -80 50 2140
1957 -80 50 2130
1958 -80 50 2120
1959 -80 50 2110
1960 -80 50 2100
1961 -80 50 2090
1962 -80 50 2080
1963 -80 50 2070
1964 -80 50 2060
1965 -80 50 2050
1966 -80 50 2040
1967 -80 50 2030
1968 -80 50 2020
1969 -80 50 2010
1970 -80 50 2000
1971 -80 50 1990
1972 -80 50 1980
1973 -80 50 1970
1974 -80 50 1960
1975 -80 50 1950
1976 -80 50 1940
1977 -80 50 1930
1978 -80 50 1920
1979 -80 50 1910
1980 -80 50 1900
1981 -80 50 1890
1982 -80 50 1880
1983 -80 50 1870
1984 -80 50 1860
1985 -80 50 1850
1986 -80 50 1840
1987 -80 50 1830
1988 -80 50 1820
1989 -80 50 1810
1990 -80 50 1800
1991 -80 50 1790
1992 -80 50 1780
1993 -80 50 1770
1994 -80 50 1760
1995 -80 50 1750
1996 -80 50 1740
1997 -80 50 1730
1998 -80 50 1720
1999 -80 50 1710
2000 -80 50 1700
2001 -80 50 1690
2002 -80 50 1680
2003 -80 50 1670
2004 -80 50 1660
2005 -80 50 1650
2006 -80 50 1640
2007 -80 50 1630
2008 -80 50 1620
2009 -80 50 1610
2010 -80 50 1600
2011 -80 50 1590
2012 -80 50 1580
2013 -80 50 1570
2014 -80 50 1560
2015 -80 50 1550
2016 -80 50 1540
2017 -80 50 1530
2018 -80 50 1520
2019 -80 50 1510
2020 -80 50 1500
2021 -80 50 1490
2022 -80 50 1480
2023 -80 50 1470
2024 -80 50 1460
2025 -80 50 1450
2026 -80 50 1440
2027 -80 50 1430
2028 -80 50 1420
2029 -80 50 1410
2030 -80 50 1400
2031 -80 50 1390
2032 -80 50 1380
2033 -80 50 1370
2034 -80 50 1360
2035 -80 50 1350
2036 -80 50 1340
2037 -80 50 1330
2038 -80 50 1320
2039 -80 50 1310
2040 -80 50 1300
2041 -80 50 1290
2042 -80 50 1280
2043 -80 50 1270
2044 -80 50 1260
2045 -80 50 1250
2046 -80 50 1240
2047 -80 50 1230
2048 -80 50 1220
2049 -80 50 1210
2050 -80 50 1200
2051 -80 50 1190
2052 -80 50 1180
2053 -80 50 1170
2054 -80 50 1160
2055 -80 50 1150
2056 -80 50 1140
2057 -80 50 1130
2058 -80 50 1120
2059 -80 50 1110
2060 -80 50 1100
2061 -80 50 1090
2062 -80 50 1080
2063 -80 50 1070
2064 -80 50 1060
2065 -80 50 1050
2066 -80 50 1040
2067 -80 50 1030
2068 -80 50 1020
2069 -80 50 1010
2070 -80 50 1000
2071 -80 50 990
2072 -80 50 980
2073 -80 50 970
2074 -80 50 960
2075 -80 50 950
2076 -80 50 940
2077 -80 50 930
2078 -80 50 920
2079 -80 50 910
2080 -80 50 900
2081 -80 50 890
2082 -80 50 880
2083 -80 50 870
2084 -80 50 860
2085 -80 50 850
2086 -80 50 840
2087 -80 50 830
2088 -80 50 820
2089 -80 50 810
2090 -80 50 800
2091 -80 50 790
2092 -80 50 780
2093 -80 50 770
2094 -80 50 760
2095 -80 50 750
2096 -80 50 740
2097 -80 50 730
2098 -80 50 720
2099 -80 50 710
2100 -80 50 700
2101 -80 50 690
2102 -80 50 680
2103 -80 50 670
2104 -80 50 660
2105 -80 50 650
2106 -80 50 640
2107 -80 50 630
2108 -80 50 620
2109 -80 50 610
2110 -80 50 600
2111 -80 50 590
2112 -80 50 580
2113 -80 50 570
2114 -80 50 560
2115 -80 50 550
2116 -80 50 540
2117 -80 50 530
2118 -80 50 520
2119 -80 50 510
2120 -80 50 500
2121 -80 50 490
2122 -80 50 480
2123 -80 50 470
2124 -80 50 460
2125 -80 50 450
2126 -80 50 440
2127 -80 50 430
2128 -80 50 420
2129 -80 50 410
2130 -80 50 400
2131 -80 50 390
2132 -80 50 380
2133 -80 50 370
2134 -80 50 360
2135 -80 50 350
2136 -80 50 340
2137 -80 50 330
2138 -80 50 320
2139 -80 50 310
2140 -80 50 300
2141 -80 50 290
2142 -80 50 280
2143 -80 50 270
2144 -80 50 260
2145 -80 50 250
2146 -80 50 240
2147 -80 50 230
2148 -80 50 220
2149 -80 50 210
2150 -80 50 200
2151 -80 50 190
2152 -80 50 180
2153 -80 50 170
2154 -80 50 160
2155 -80 50 150
2156 -80 50 140
2157 -80 50 130
2158 -80 50 120
2159 -80 50 110
2160 -70 50 2500
2161 -70 50 2490
2162 -70 50 2480
2163 -70 50 2470
2164 -70 50 2460
2165 -70 50 2450
2166 -70 50 2440
2167 -70 50 2430
2168 -70 50 2420
2169 -70 50 2410
2170 -70 50 2400
2171 -70 50 2390
2172 -70 50 2380
2173 -70 50 2370
2174 -70 50 2360
2175 -70 50 2350
2176 -70 50 2340
2177 -70 50 2330
2178 -70 50 2320
2179 -70 50 2310
2180 -70 50 2300
2181 -70 50 2290
2182 -70 50 2280
2183 -70 50 2270
2184 -70 50 2260
2185 -70 50 2250
2186 -70 50 2240
2187 -70 50 2230
2188 -70 50 2220
2189 -70 50 2210
2190 -70 50 2200
2191 -70 50 2190
2192 -70 50 2180
2193 -70 50 2170
2194 -70 50 2160
2195 -70 50 2150
2196 -70 50 2140
2197 -70 50 2130
2198 -70 50 2120
2199 -70 50 2110
2200 -70 50 2100
2201 -70 50 2090
2202 -70 50 2080
2203 -70 50 2070
2204 -70 50 2060
2205 -70 50 2050
2206 -70 50 2040
2207 -70 50 2030
2208 -70 50 2020
2209 -70 50 2010
2210 -70 50 2000
2211 -70 50 1990
2212 -70 50 1980
2213 -70 50 1970
2214 -70 50 1960
2215 -70 50 1950
2216 -70 50 1940
2217 -70 50 1930
2218 -70 50 1920
2219 -70 50 1910
2220 -70 50 1900
2221 -70 50 1890
2222 -70 50 1880
2223 -70 50 1870
2224 -70 50 1860
2225 -70 50 1850
2226 -70 50 1840
2227 -70 50 1830
2228 -70 50 1820
2229 -70 50 1810
2230 -70 50 1800
2231 -70 50 1790
2232 -70 50 1780
2233 -70 50 1770
2234 -70 50 1760
2235 -70 50 1750
2236 -70 50 1740
2237 -70 50 1730
2238 -70 50 1720
2239 -70 50 1710
2240 -70 50 1700
2241 -70 50 1690
2242 -70 50 1680
2243 -70 50 1670
2244 -70 50 1660
2245 -70 50 1650
2246 -70 50 1640
2247 -70 50 1630
2248 -70 50 1620
2249 -70 50 1610
2250 -70 50 1600
2251 -70 50 1590
2252 -70 50 1580
2253 -70 50 1570
2254 -70 50 1560
2255 -70 50 1550
2256 -70 50 1540
2257 -70 50 1530
2258 -70 50 1520
2259 -70 50 1510
2260 -70 50 1500
2261 -70 50 1490
2262 -70 50 1480
2263 -70 50 1470
2264 -70 50 1460
2265 -70 50 1450
2266 -70 50 1440
2267 -70 50 1430
2268 -70 50 1420
2269 -70 50 1410
2270 -70 50 1400
2271 -70 50 1390
2272 -70 50 1380
2273 -70 50 1370
2274 -70 50 1360
2275 -70 50 1350
2276 -70 50 1340
2277 -70 50 1330
2278 -70 50 1320
2279 -70 50 1310
2280 -70 50 1300
2281 -70 50 1290
2282 -70 50 1280
2283 -70 50 1270
2284 -70 50 1260
2285 -70 50 1250
2286 -70 50 1240
2287 -70 50 1230
2288 -70 50 1220
2289 -70 50 1210
2290 -70 50 1200
2291 -70 50 1190
2292 -70 50 1180
2293 -70 50 1170
2294 -70 50 1160
2295 -70 50 1150
2296 -70 50 1140
2297 -70 50 1130
2298 -70 50 1120
2299 -70 50 1110
2300 -70 50 1100
2301 -70 50 1090
2302 -70 50 1080
2303 -70 50 1070
2304 -70 50 1060
2305 -70 50 1050
2306 -70 50 1040
2307 -70 50 1030
2308 -70 50 1020
2309 -70 50 1010
2310 -70 50 1000
2311 -70 50 990
2312 -70 50 980
2313 -70 50 970
2314 -70 50 960
2315 -70 50 950
2316 -70 50 940
2317 -70 50 930
2318 -70 50 920
2319 -70 50 910
2320 -70 50 900
2321 -70 50 890
2322 -70 50 880
2323 -70 50 870
2324 -70 50 860
2325 -70 50 850
2326 -70 50 840
2327 -70 50 830
2328 -70 50 820
2329 -70 50 810
2330 -70 50 800
2331 -70 50 790
2332 -70 50 780
2333 -70 50 770
2334 -70 50 760
2335 -70 50 750
2336 -70 50 740
2337 -70 50 730
2338 -70 50 720
2339 -70 50 710
2340 -70 50 700
2341 -70 50 690
2342 -70 50 680
2343 -70 50 670
2344 -70 50 660
2345 -70 50 650
2346 -70 50 640
2347 -70 50 630
2348 -70 50 620
2349 -70 50 610
2350 -70 50 600
2351 -70 50 590
2352 -70 50 580
2353 -70 50 570
2354 -70 50 560
2355 -70 50 550
2356 -70 50 540
2357 -70 50 530
2358 -70 50 520
2359 -70 50 510
2360 -70 50 500
2361 -70 50 490
2362 -70 50 480
2363 -70 50 470
2364 -70 50 460
2365 -70 50 450
2366 -70 50 440
2367 -70 50 430
2368 -70 50 420
2369 -70 50 410
2370 -70 50 400
2371 -70 50 390
2372 -70 50 380
2373 -70 50 370
2374 -70 50 360
2375 -70 50 350
2376 -70 50 340
2377 -70 50 330
2378 -70 50 320
2379 -70 50 310
2380 -70 50 300
2381 -70 50 290
2382 -70 50 280
2383 -70 50 270
2384 -70 50 260
2385 -70 50 250
2386 -70 50 240
2387 -70 50 230
2388 -70 50 220
2389 -70 50 210
2390 -70 50 200
2391 -70 50 190
2392 -70 50 180
2393 -70 50 170
2394 -70 50 160
2395 -70 50 150
2396 -70 50 140
2397 -70 50 130
2398 -70 50 120
2399 -70 50 110
2400 -60 50 2500
2401 -60 50 2490
2402 -60 50 2480
2403 -60 50 2470
2404 -60 50 2460
2405 -60 50 2450
2406 -60 50 2440
2407 -60 50 2430
2408 -60 50 2420
2409 -60 50 2410
2410 -60 50 2400
2411 -60 50 2390
2412 -60 50 2380
2413 -60 50 2370
2414 -60 50 2360
2415 -60 50 2350
2416 -60 50 2340
2417 -60 50 2330
2418 -60 50 2320
2419 -60 50 2310
2420 -60 50 2300
2421 -60 50 2290
2422 -60 50 2280
2423 -60 50 2270
2424 -60 50 2260
2425 -60 50 2250
2426 -60 50 2240
2427 -60 50 2230
2428 -60 50 2220
2429 -60 50 2210
2430 -60 50 2200
2431 -60 50 2190
2432 -60 50 2180
2433 -60 50 2170
2434 -60 50 2160
2435 -60 50 2150
2436 -60 50 2140
2437 -60 50 2130
2438 -60 50 2120
2439 -60 50 2110
2440 -60 50 2100
2441 -60 50 2090
2442 -60 50 2080
2443 -60 50 2070
2444 -60 50 2060
2445 -60 50 2050
2446 -60 50 2040
2447 -60 50 2030
2448 -60 50 2020
2449 -60 50 2010
2450 -60 50 2000
2451 -60 50 1990
2452 -60 50 1980
2453 -60 50 1970
2454 -60 50 1960
2455 -60 50 1950
2456 -60 50 1940
2457 -60 50 1930
2458 -60 50 1920
2459 -60 50 1910
2460 -60 50 1900
2461 -60 50 1890
2462 -60 50 1880
2463 -60 50 1870
2464 -60 50 1860
2465 -60 50 1850
2466 -60 50 1840
2467 -60 50 1830
2468 -60 50 1820
2469 -60 50 1810
2470 -60 50 1800
2471 -60 50 1790
2472 -60 50 1780
2473 -60 50 1770
2474 -60 50 1760
2475 -60 50 1750
2476 -60 50 1740
2477 -60 50 1730
2478 -60 50 1720
2479 -60 50 1710
2480 -60 50 1700
2481 -60 50 1690
2482 -60 50 1680
2483 -60 50 1670
2484 -60 50 1660
2485 -60 50 1650
2486 -60 50 1640
2487 -60 50 1630
2488 -60 50 1620
2489 -60 50 1610
2490 -60 50 1600
2491 -60 50 1590
2492 -60 50 1580
2493 -60 50 1570
2494 -60 50 1560
2495 -60 50 1550
2496 -60 50 1540
2497 -60 50 1530
2498 -60 50 1520
2499 -60 50 1510
2500 -60 50 1500
2501 -60 50 1490
2502 -60 50 1480
2503 -60 50 1470
2504 -60 50 1460
2505 -60 50 1450
2506 -60 50 1440
2507 -60 50 1430
2508 -60 50 1420
2509 -60 50 1410
2510 -60 50 1400
2511 -60 50 1390
2512 -60 50 1380
2513 -60 50 1370
2514 -60 50 1360
2515 -60 50 1350
2516 -60 50 1340
2517 -60 50 1330
2518 -60 50 1320
2519 -60 50 1310
2520 -60 50 1300
2521 -60 50 1290
2522 -60 50 1280
2523 -60 50 1270
2524 -60 50 1260
2525 -60 50 1250
2526 -60 50 1240
2527 -60 50 1230
2528 -60 50 1220
2529 -60 50 1210
2530 -60 50 1200
2531 -60 50 1190
2532 -60 50 1180
2533 -60 50 1170
2534 -60 50 1160
2535 -60 50 1150
2536 -60 50 1140
2537 -60 50 1130
2538 -60 50 1120
2539 -60 50 1110
2540 -60 50 1100
2541 -60 50 1090
2542 -60 50 1080
2543 -60 50 1070
2544 -60 50 1060
2545 -60 50 1050
2546 -60 50 1040
2547 -60 50 1030
2548 -60 50 1020
2549 -60 50 1010
2550 -60 50 1000
2551 -60 50 990
2552 -60 50 980
2553 -60 50 970
2554 -60 50 960
2555 -60 50 950
2556 -60 50 940
2557 -60 50 930
2558 -60 50 920
2559 -60 50 910
2560 -60 50 900
2561 -60 50 890
2562 -60 50 880
2563 -60 50 870
2564 -60 50 860
2565 -60 50 850
2566 -60 50 840
2567 -60 50 830
2568 -60 50 820
2569 -60 50 810
2570 -60 50 800
2571 -60 50 790
2572 -60 50 780
2573 -60 50 770
2574 -60 50 760
2575 -60 50 750
2576 -60 50 740
2577 -60 50 730
2578 -60 50 720
2579 -60 50 710
2580 -60 50 700
2581 -60 50 690
2582 -60 50 680
2583 -60 50 670
2584 -60 50 660
2585 -60 50 650
2586 -60 50 640
2587 -60 50 630
2588 -60 50 620
2589 -60 50 610
2590 -60 50 600
2591 -60 50 590
2592 -60 50 580
2593 -60 50 570
2594 -60 50 560
2595 -60 50 550
2596 -60 50 540
2597 -60 50 530
2598 -60 50 520
2599 -60 50 510
2600 -60 50 500
2601 -60 50 490
2602 -60 50 480
2603 -60 50 470
2604 -60 50 460
2605 -60 50 450
2606 -60 50 440
2607 -60 50 430
2608 -60 50 420
2609 -60 50 410
2610 -60 50 400
2611 -60 50 390
2612 -60 50 380
2613 -60 50 370
2614 -60 50 360
2615 -60 50 350
2616 -60 50 340
2617 -60 50 330
2618 -60 50 320
2619 -60 50 310
2620 -60 50 300
2621 -60 50 290
2622 -60 50 280
2623 -60 50 270
2624 -60 50 260
2625 -60 50 250
2626 -60 50 240
2627 -60 50 230
2628 -60 50 220
2629 -60 50 210
2630 -60 50 200
2631 -60 50 190
2632 -60 50 180
2633 -60 50 170
2634 -60 50 160
2635 -60 50 150
2636 -60 50 140
2637 -60 50 130
2638 -60 50 120
2639 -60 50 110
2640 -50 50 2500
2641 -50 50 2490
2642 -50 50 2480
2643 -50 50 2470
2644 -50 50 2460
2645 -50 50 2450
2646 -50 50 2440
2647 -50 50 2430
2648 -50 50 2420
2649 -50 50 2410
2650 -50 50 2400
2651 -50 50 2390
2652 -50 50 2380
2653 -50 50 2370
2654 -50 50 2360
2655 -50 50 2350
2656 -50 50 2340
2657 -50 50 2330
2658 -50 50 2320
2659 -50 50 2310
2660 -50 50 2300
2661 -50 50 2290
2662 -50 50 2280
2663 -50 50 2270
2664 -50 50 2260
2665 -50 50 2250
2666 -50 50 2240
2667 -50 50 2230
2668 -50 50 2220
2669 -50 50 2210
2670 -50 50 2200
2671 -50 50 2190
2672 -50 50 2180
2673 -50 50 2170
2674 -50 50 2160
2675 -50 50 2150
2676 -50 50 2140
2677 -50 50 2130
2678 -50 50 2120
2679 -50 50 2110
2680 -50 50 2100
2681 -50 50 2090
2682 -50 50 2080
2683 -50 50 2070
2684 -50 50 2060
2685 -50 50 2050
2686 -50 50 2040
2687 -50 50 2030
2688 -50 50 2020
2689 -50 50 2010
2690 -50 50 2000
2691 -50 50 1990
2692 -50 50 1980
2693 -50 50 1970
2694 -50 50 1960
2695 -50 50 1950
2696 -50 50 1940
2697 -50 50 1930
2698 -50 50 1920
2699 -50 50 1910
2700 -50 50 1900
2701 -50 50 1890
2702 -50 50 1880
2703 -50 50 1870
2704 -50 50 1860
2705 -50 50 1850
2706 -50 50 1840
2707 -50 50 1830
2708 -50 50 1820
2709 -50 50 1810
2710 -50 50 1800
2711 -50 50 1790
2712 -50 50 1780
2713 -50 50 1770
2714 -50 50 1760
2715 -50 50 1750
