7.466122656650000522e+01 1.491290822450000032e-05 3.716616001840000075e-06 5.875119235019999593e-06 2.446941706969999906e-04 2.772529085909999848e-05 1.837955139969999920e-07 1.749996230120000109e-05 5.158534792919999834e-02 4.068343058840000155e-05 6.906077321979999795e+01 9.319712222351424771e+02 4.636090611072952727e-01 -1.098056428415440280e+02 1.323759932289999881e+02 7.625817179949999609e-06 1.155969865929999951e-01 2.347473833319999904e-03 4.276010028969999865e-06 2.287547051759999896e-04 6.110199683859999684e-05 7.223015617520000143e-05 5.378940718139999660e-02 8.545705984320000519e-04 1.446215634280000094e-03 1.019016458840000042e-02 5.557609425519999952e-02 6.339335884580000373e-04 1.119404620269999918e-03 1.579565295200000037e+03 1.271369124707420326e+02 4.619098666841415124e+00 -1.170718679110447198e+02 2.162209438033953575e+02 1.489006296115872596e-01 -8.391265973575777082e+01 1.829428693470000098e+03 2.381371443189999961e-07 4.148365102090000423e-06 2.813792790860000130e-06 6.599706577320000071e-04 2.400999017900000141e-05 1.517542668110000083e-05 3.552111699550000123e-06 1.356601228160000082e-02 7.238966366430000328e-06 4.771157307030000084e+03 1.311294396670000140e+02 1.200106779129999929e-03 2.006887086619999969e-02 3.911452357360000257e-03 1.115384598859999939e-05 4.313313566230000190e-07 1.279846594850000052e-03 8.752050637289999352e-05 2.708052037420000113e-01 6.219940978659999585e-03 3.950164128910000159e+02 7.746465472413173075e+02 2.624724613967781006e-01 -7.310134051894658569e+01
7.854139869060000478e+01 1.692017187160000123e-05 1.419016817650000002e-04 2.895483686930000104e-07 3.179682723780000126e-05 8.267368339660000512e-07 2.085474234650000066e-06 2.336521496469999904e-05 9.670709467160000516e-02 6.386462968590000391e-05 7.598202329359999396e+01 9.276133700054646170e+02 5.092932758999505483e-01 -1.114296827003961567e+02 1.624232403400000067e+02 3.564060693749999828e-05 1.320103296079999933e-01 2.669904311859999917e-03 4.874925420520000303e-06 1.074988289160000009e-04 3.732207882229999802e-05 2.055104893500000042e-04 3.740399336909999706e-02 8.583177965659999440e-05 1.411611161129999921e-04 1.655497124599999981e-02 2.426001117429999951e-02 1.604232055169999894e-04 1.335735500610000072e-04 1.667890984169999911e+03 1.657576461583653895e+02 5.458175752026128702e-01 -8.345900046827742358e+01 6.732038306600617261e+02 1.361013767162201349e-01 -1.068567069393339040e+02 9.015207441969999991e+02 4.088553253350000300e-05 3.658710656999999813e-06 3.157347458710000198e-06 7.924764846620000337e-05 1.477413552710000023e-06 1.377610816399999882e-04 1.601166939010000036e-05 3.268141205950000211e-02 1.834382759750000151e-05 4.480766097499999887e+03 1.852229208210000024e+02 2.449112045910000119e-04 3.527058694870000011e-02 4.727922078130000066e-02 7.809365144439999644e-05 2.905201287119999850e-07 9.562640113790000281e-04 4.413106281860000048e-05 3.846435760929999836e-01 4.451373632540000201e-03 3.664457028200000082e+02 7.598203820711972867e+02 5.644750685107828847e-01 -1.115573881594892214e+02
8.361476523650000559e+01 3.525870169510000152e-05 1.987895177540000097e-05 9.649248354730000676e-06 2.006034950279999998e-04 8.456817292149999916e-06 3.748778506429999838e-06 3.170536120209999754e-05 5.674054102540000005e-02 5.654849753769999881e-05 9.219314089200000240e+01 7.122483992970342115e+02 1.740610741763073954e-01 -1.085878302358072034e+02 7.594760125320000554e+01 8.399307359909999581e-07 1.074256603729999981e-01 3.756407497900000197e-02 9.210438531989999461e-06 2.588664331710000032e-04 6.354473587779999337e-05 2.725798841310000066e-05 4.058340138870000086e-02 2.059022909380000047e-04 4.417074841340000273e-03 3.894273787970000192e-03 6.897871244690000070e-02 7.878299655420000673e-05 1.043805791699999909e-03 1.669909887260000005e+03 2.021682029934698903e+02 2.492167812253011316e+00 -7.243935362498058339e+01 6.811632229004859482e+02 1.492049002811841385e+00 -1.030756177375886153e+02 2.135980865699999868e+03 1.052573066720000083e-05 1.142515886609999983e-07 1.015359819849999984e-06 1.067055360960000057e-04 2.759101416939999927e-06 2.359660431550000104e-05 7.926176024460000595e-06 6.058672374590000050e-04 2.495676796889999995e-05 2.045407389360000025e+03 1.042428412320000035e+02 1.004656946540000064e-04 3.695988933219999852e-03 5.972795140650000167e-02 9.676015810500000064e-05 6.035734789319999483e-07 1.069808956299999909e-03 8.493623396180000472e-07 2.050447181989999978e-01 6.321043785410000206e-03 3.785741459070000019e+02 3.153026053826621933e+02 1.835184286463320547e-01 -1.194481829600761813e+02
2.773401249489999998e+01 2.830742946589999862e-05 2.688778321680000185e-06 5.940462559240000376e-06 4.808614927810000292e-06 1.347933238640000052e-05 2.676916876319999904e-07 1.292825090170000078e-05 1.258637464400000072e-01 3.706885032570000096e-05 9.143892063449999341e+01 8.659541425088551705e+02 8.317442233894258852e-01 -1.049882854230477847e+02 1.707339807760000099e+02 1.809647971019999990e-06 1.130225179750000003e-01 4.491253298999999671e-02 7.738245410549999731e-06 2.070479315429999898e-04 2.774412925829999798e-06 1.498819646119999873e-04 2.421892199760000003e-02 6.782486543959999553e-04 5.812850471260000255e-03 1.452192098479999915e-02 7.491445761149999327e-02 3.779150911469999845e-04 1.604580769750000050e-03 2.556742669700000079e+03 7.232853559390613327e+02 4.707629912767100855e+00 -8.640936124371232552e+01 7.388576722082434571e+02 1.074257037063102382e+00 -9.845454255718792069e+01 1.299395204279999916e+03 1.845674511989999931e-05 5.086952733840000159e-06 1.715401468410000104e-06 6.510340904639999940e-04 4.035008912570000282e-05 4.947976822569999860e-05 1.162614554939999978e-04 2.291606484400000171e-02 2.468442649479999986e-05 3.975371145920000231e+02 1.066306498720000064e+02 2.697206921460000086e-06 2.280985380160000073e-04 3.612177776810000102e-02 1.933273174200000075e-04 3.563599314380000064e-07 1.238632608340000047e-03 6.519571423430000094e-05 3.970386735520000099e-01 6.483046260049999884e-03 6.334480887949999897e+02 3.368121945909579154e+02 4.965819533936432606e+00 -1.199643219735024644e+02
6.806632636880000575e+01 3.944270388309999896e-05 2.661240749090000254e-04 2.870879791179999979e-06 2.644835717649999888e-06 6.977909556720000104e-06 2.074457263789999890e-05 3.753802399249999952e-06 1.198262872980000032e-01 1.384649252869999954e-04 1.566511102119999954e+01 8.529131407081027874e+02 1.568735898411345309e-01 -1.189431817614454019e+02 3.466380789290000166e+02 5.681332777970000199e-05 1.151575225219999971e-01 8.874703507679999881e-03 3.456091117189999868e-07 1.791855099509999925e-04 2.239648544680000031e-05 1.294025149300000123e-04 1.871010710759999848e-02 1.361819572830000021e-03 9.424914388100000002e-04 1.623683544249999999e-02 1.612720522649999932e-01 1.169138808100000015e-03 1.909733630060000097e-03 2.130575180670000009e+03 2.121253965703295421e+02 1.063946874355398142e+00 -8.515718278888661530e+01 3.554708770480467592e+02 1.457133727445397708e+00 -9.970484268045574083e+01 2.201463676419999956e+03 1.661443044849999850e-05 6.060077392540000393e-06 2.697689281819999888e-06 5.182342745510000025e-04 1.504864824810000061e-05 2.010278923310000013e-06 5.672523447309999676e-05 2.260081226229999907e-02 6.377740374579999954e-06 3.413516913049999857e+03 1.484539389429999972e+02 1.626918544339999844e-05 1.533048226999999923e-02 4.772492700670000199e-02 1.684208263950000013e-04 5.210636390270000227e-07 1.108642928299999981e-03 3.489126540250000064e-05 4.037644916329999889e-01 3.226515406849999983e-03 6.206541253460000007e+02 1.187670615948528052e+02 4.661637595922797139e+00 -1.186706408338971954e+02
6.190694066039999655e+01 2.229776394960000148e-05 4.779170167009999699e-05 8.704699440909999199e-06 2.215619019039999989e-04 2.447478254089999924e-05 1.412352573950000000e-06 2.772629769049999917e-05 1.006797286799999969e-01 1.490756240000000053e-04 9.840763322120000112e+01 6.643273848844694385e+02 3.340524187335418005e-01 -1.199762979167668107e+02 1.053118489029999978e+02 1.797146439940000074e-04 1.258734078279999946e-01 4.839454091970000170e-03 3.965430668120000158e-07 6.739431146300000263e-05 4.981412217300000290e-05 8.382610919299999922e-05 7.481528968239999772e-03 4.103783049420000164e-05 1.172186062880000009e-03 1.668159543780000156e-02 1.878371074040000033e-01 1.006340856410000090e-03 1.041970968559999917e-03 2.501835940760000085e+03 1.897919582570893624e+02 1.840583739839481092e+00 -8.470927692434607081e+01 4.401260078286939006e+02 1.990509269056054409e-01 -1.188371042442440171e+02 2.073954149629999847e+03 1.274669062979999982e-05 6.639740123339999977e-06 4.487153948369999791e-07 7.692620707039999955e-05 2.980878276300000021e-05 6.689457902990000290e-06 4.810797635020000056e-05 1.502696330299999918e-02 2.288688424359999993e-05 3.269091742549999822e+02 1.603566550239999913e+02 5.339138669659999762e-05 3.520554755230000110e-02 4.987467656720000198e-02 3.158641120170000154e-04 3.802765077259999821e-07 8.049582186309999551e-04 7.194773032889999762e-05 1.508664953030000033e-01 3.768066823199999957e-03 3.392126762870000221e+02 9.243691194482756828e+02 1.102051037620485729e+00 -1.195303194166958889e+02
6.936576356870000382e+01 3.398254613979999687e-08 5.657822038619999790e-05 6.506469976040000092e-06 7.628458381859999421e-05 3.531917708960000167e-05 2.325311380979999952e-06 1.437007917859999884e-04 2.733307206080000037e-02 5.906557835699999839e-05 4.745016355620000326e+01 2.446335013566312284e+02 1.545942018880924973e+00 -4.717635423463019606e+01 3.026555645409999897e+02 1.129711369120000017e-06 1.014941451610000024e-02 5.341292987670000214e-02 2.348168495140000129e-06 2.663313920850000145e-04 4.950570721860000163e-05 2.832556542719999926e-05 6.663072527549999957e-02 1.147084920259999969e-03 1.327413407039999957e-03 1.474194123380000079e-03 1.730570529119999923e-01 4.908936852859999882e-04 5.615930085119999986e-05 1.669799307929999941e+03 2.735460281906255773e+02 7.738846320014386437e-02 -1.187399203069594336e+02 1.355002698091259674e+02 2.553151895538316118e+00 -7.690916118027973880e+01 3.354012151060000178e+03 5.228775953059999586e-04 8.725107570959999873e-06 2.257938516560000134e-06 4.496768310169999873e-04 4.486379195750000033e-05 1.466252947690000003e-05 2.291507528089999925e-04 2.475848386309999899e-02 3.030185019710000157e-07 3.445033445730000039e+03 1.700197384230000068e+02 1.140784773500000033e-06 2.781491457540000156e-02 6.451504759949999723e-02 5.030424979000000236e-06 2.327547507509999930e-07 6.151445010700000307e-04 1.983902037920000019e-05 5.149333310679999887e-01 3.131950533370000175e-03 4.690608291109999755e+02 3.477851246534453367e+02 2.075477852307549664e+00 -5.172193662601850406e+01
7.680544148719999953e+01 6.239711549210000664e-05 1.654107552459999932e-04 3.151565532819999826e-06 2.540731836780000066e-04 2.488487176699999930e-05 2.748246357579999910e-07 1.285568054870000006e-06 9.227522345569999507e-02 1.412522417179999949e-04 2.763398063140000005e+01 7.645937338591082835e+02 3.697608111888980531e+00 -1.027381575112912628e+02 2.023093253360000006e+02 1.848114328269999994e-05 4.125514336429999575e-03 2.423541455619999951e-02 3.682284495319999799e-06 1.642807122339999873e-04 4.802441296620000005e-05 9.082598049339999800e-05 5.596369754950000081e-02 2.210751478899999900e-04 3.626738783450000198e-04 9.717003666390000571e-03 1.411542092910000046e-01 3.223725454490000090e-04 1.568995103210000066e-04 1.722093093610000096e+03 4.899193030063364631e+02 4.392771898511358408e+00 -1.093742943286666502e+02 9.382936716928264786e+02 1.706227298376413071e+00 -1.108475308489849169e+02 2.182977567169999929e+03 4.755465598569999698e-05 3.807468686879999984e-06 2.755604171910000021e-06 2.326982441599999917e-05 4.103391554409999722e-05 7.977637318339999748e-05 1.574095786169999996e-05 1.234539143570000065e-03 2.559351445329999838e-05 3.396012328480000178e+03 2.460412172469999881e+00 4.874917963249999987e-05 2.656027915600000025e-02 4.963083177989999900e-02 3.026962609840000125e-04 6.263834395419999806e-07 6.183602176440000263e-04 2.257778695549999959e-05 3.815043050859999729e-01 1.343459770470000056e-03 9.937531508819999715e+01 8.961840340446676691e+02 3.954400123662727751e+00 -1.134557202808309029e+02
7.042283496340000681e+01 7.290006834300000109e-06 1.695869209100000032e-04 6.750322975680000164e-06 1.813268734520000094e-04 6.732158136779999892e-06 8.491659140059999535e-06 1.792197259519999835e-05 3.416773406450000078e-02 9.623978085679999437e-05 7.648179909149999389e+01 8.948835700437708738e+02 7.468902220395343683e-01 -1.064501911853489844e+02 3.154653177550000009e+01 6.011936214220000142e-05 1.155739921589999941e-01 2.790122693739999910e-02 6.269022149960000265e-06 1.965613322260000104e-04 5.889250209819999680e-05 1.664914735609999866e-04 6.214131925810000012e-02 6.137428937909999993e-04 4.571499148320000080e-03 1.697511920190000051e-02 5.467367741180000074e-03 1.000096141079999910e-03 8.725687716549999874e-04 2.405195095380000112e+03 4.784733898469604014e+02 3.946770959700184100e+00 -1.035511079823562568e+02 8.343402407399385083e+02 2.173490632741185813e+00 -7.894441598343215105e+01 5.415209518800000296e+03 5.234886033959999722e-07 3.322363761769999844e-06 1.783427497960000092e-06 3.748442957519999754e-04 3.091800301799999830e-05 2.315384391469999987e-05 7.435716322999999831e-05 9.064927936929999264e-03 1.858895144039999887e-05 3.482708703910000168e+03 2.602128082419999942e+02 2.840899141810000078e-04 2.493704093500000163e-02 5.001444263779999955e-02 2.103161807610000100e-05 2.292235739130000068e-07 1.068299481880000080e-03 8.734415272849999524e-05 4.292456553419999876e-01 6.049106745779999662e-03 5.135152401310000414e+02 8.118255125305108777e+02 1.929187284338750752e+00 -1.190721285129170894e+02
2.633077468080000116e+01 3.368378799080000225e-07 1.603306687289999958e-04 1.012232430369999927e-05 1.265553711480000123e-04 3.102759714679999769e-05 2.612734874560000069e-05 1.094378510280000028e-05 5.059598515620000042e-02 1.130266119980000053e-04 1.634553387200000074e+01 9.818501287991249455e+02 1.460703636793663662e+00 -7.464246016934923489e+01 1.656072820020000051e+02 1.085405381489999997e-04 1.291362506959999878e-01 2.272639767749999942e-02 9.904215502809999064e-07 2.625501705070000242e-04 4.802381403780000147e-05 1.386506069360000026e-04 1.023108746220000032e-01 8.815906366700000532e-04 4.174379081139999864e-03 1.099620359829999935e-02 3.510525198660000012e-02 3.502551397149999859e-04 1.790908152330000086e-03 2.795716386160000184e+03 3.457006038223218525e+02 3.372116107686438102e+00 -8.326606854752974129e+01 3.489133007906386297e+02 2.300758521057686856e+00 -8.419993266809343879e+01 3.293455866190000052e+03 1.922562993659999956e-06 7.358609530739999955e-06 2.247474526379999945e-06 6.584779656599999654e-04 1.447843641589999941e-05 2.767141482149999918e-03 1.376876762719999865e-04 2.302787204669999935e-02 1.312913723189999989e-05 4.892334883030000128e+03 2.311806307349999923e+00 5.078059047630000423e-04 1.057882272160000012e-02 3.069032567929999913e-02 2.603752559219999819e-04 4.097619875590000215e-07 1.343813722140000050e-03 4.064130474040000097e-05 4.037820792749999832e-01 5.102886647079999879e-03 7.250624585600000671e+01 6.647526279783514838e+02 1.740595964765065728e+00 -1.177824597224767587e+02
