edge_type_id target_query source_query syn_weight dynamics_params distance_range delay target_sections weight_function model_template
100 model_type=='biophysical'&ei=='i' * 0.001 AMPA_ExcToExc_perforant_path.json "[150.0, 1e+20]" 3.0 "['basal', 'apical']" wmax exp2syn
