edge_type_id target_query source_query syn_weight dynamics_params distance_range delay target_sections weight_function model_template
100 ei=='e' * 0.0003 AMPA_ExcToExc_perforant_path.json "[150.0, 1e+20]" 3.0 "['basal', 'apical']" wmax exp2syn
